transaction_amount,transaction_time,customer_history,feature4,feature5,feature6,merchant_category,location_mismatch,device_used,target
1.2763114889716372,-0.9624507229753941,2.0133660712739605,-0.9285276713175533,0.8937999582947139,1.804473399658188,travel,no,mobile,0
1.1516354645639142,-0.755321705436089,1.0672966379330933,-2.1775234590890538,-0.5540345857355281,-0.33134122294615065,retail,yes,desktop,0
0.9685386011670964,-2.757985647473064,-2.5590619152485803,-0.14823297005861547,-0.3640184258655888,0.35595636325742186,travel,no,mobile,0
0.9520905459873759,-2.478865474375592,-1.2046803556822172,-0.6415536336075762,-0.49794486687649475,0.7690786077815925,retail,no,desktop,0
1.0200028276496627,-0.8105602131781953,1.5298189032588945,-2.050462687232991,1.4307739022862462,0.2110511905927095,entertainment,no,mobile,0
-0.07029228114126351,-1.19752925581895,-2.230278765310457,-0.30619068247839,0.7138947049834049,-1.035153743191602,retail,no,desktop,0
0.8413052581908014,-2.944826076812044,-1.3844280554574055,0.30895867286064993,-0.9098149904638743,1.9157518084695155,entertainment,no,desktop,0
-1.8036001748496862,-0.33641730119863056,-1.1636588627278717,-1.621846221827627,1.928923156553352,-2.2844778937844774,travel,no,mobile,0
-1.0697526172983638,-1.357142213524313,-0.7127517415553841,-0.2231545556257798,-0.14588751353062834,0.37456912486727223,entertainment,no,mobile,0
0.6692916170781771,-1.0089056356794817,-2.6500452223817152,-0.3122670942352218,1.0098044870902387,-1.507999703993082,retail,no,tablet,0
-2.5467850195789596,0.394591996396801,-0.43559611062589965,-2.7259118443646226,0.08053133370611558,-3.425766661382961,food,yes,desktop,0
-0.1754299609109864,0.34870646807574057,-2.4524253767706203,-2.039863230702463,-0.06931254750536729,-4.249889257225766,entertainment,no,desktop,0
-2.1964138897584817,-2.2020561444716606,0.6914240079411655,0.2488940058388529,-0.2778579748116905,2.6709853296300863,food,no,desktop,0
-1.9278075385568263,-0.541276725161387,-0.24192944901263436,-1.1598396539682565,-1.2462362069096302,-0.9136105554765804,travel,no,desktop,0
-0.010024325118722865,-2.359747376411825,1.9077473374641991,2.596650325002876,-0.9744498519242498,6.151982681547215,retail,no,tablet,0
1.362382298015434,2.2522085804173484,-2.4796918189973187,-0.7151466211632076,1.2209654980683888,-4.695530066649515,travel,no,mobile,1
0.7444382092112036,-3.170461459701899,-1.3312271974291976,-0.35485518685983963,-0.9483240208134694,1.5504401113910136,retail,no,desktop,0
0.36100598403382755,-2.2445962903730394,-0.051827823265137685,-1.103642140533478,-0.4559799208469952,1.0414526789789462,travel,no,tablet,0
1.876891541827702,-2.150130028441832,0.6786667456663967,-0.5939473411822936,-1.44728663151274,2.1446385242703006,food,no,tablet,0
1.2173421907977238,0.5203637125983285,1.274865193484196,-2.525023326222263,1.0938854017895752,-1.6512622732666484,travel,no,mobile,0
0.42083322785756017,-2.321278698818724,-1.6415601011441057,-0.5160745353915026,-0.9177883291362611,0.3357532473252154,entertainment,no,mobile,0
-1.3292151274677004,-1.4941110663741277,-1.4750881257997062,-0.40262801786798497,1.2452945755193543,-0.31730024071294016,travel,no,tablet,0
1.2894140097775817,0.40545606602879536,-2.62777766532382,-1.9944020516344856,-1.0301200743532615,-4.295679583819408,entertainment,yes,desktop,0
0.6082242161515512,-1.079819712656882,1.975579416516036,-0.8890355949474212,-1.51249759432613,1.8673307867069524,retail,no,mobile,0
1.4316046563909646,-0.9304644388299002,1.9130403472902016,-0.7545162612613272,-0.053563984919953914,1.8633153214793952,retail,no,desktop,0
-0.4757563491801652,-0.7169912238501746,-1.6839884542367627,-1.5087642182090986,1.242052721569109,-2.1614001460816215,retail,no,desktop,0
1.0716907657004051,-1.1718761930865784,1.2723388839665728,-0.2569192735817055,1.2503042641320241,1.9841390528065477,entertainment,no,tablet,0
1.0429569397970782,-1.5188689770568606,-2.1499227381537387,0.034673899261246977,-0.07852269535381161,-0.2741491599988892,travel,no,tablet,0
2.798732011308732,-0.8486851630342587,2.1641199836046945,-1.2442045297840536,-0.9207538723219063,1.6492976484449484,retail,no,desktop,0
-2.959451169301193,-0.19494908696787183,-0.32000231469206564,-2.069955789489805,-1.1449834646824848,-2.213200915401146,retail,no,tablet,0
1.1738381266585196,-0.5953958124132219,-4.053018901070629,-2.756363393704702,0.1353395890233333,-5.265864001211267,travel,no,mobile,0
2.6795447190018917,-1.0405854527942802,1.6228944963153586,-1.780386232924471,0.9218216734327253,0.8744409117104737,retail,no,tablet,0
-1.5300486602415702,-1.5737737428215564,-1.1547627830246023,-0.8006264601247945,-0.30855344162327686,-0.3587039272745617,food,no,mobile,0
-1.1103558095078554,-0.05209896710609363,-1.5857988713437294,-1.2198781823990161,2.2653473334070156,-2.475845354660531,retail,no,desktop,0
1.7251196239494124,-2.303843743800938,-2.7534048571690937,-0.3398685690496649,0.8682698615598194,-0.3440423522525695,travel,no,tablet,0
-2.355656964362381,0.5691261043410503,-1.2495170026639046,-2.47266752146168,0.5342200769447896,-4.016116399488029,food,no,desktop,0
1.278383696622568,-1.6513196445250247,-3.037463052693518,-0.17563686694687286,-0.45009477059388125,-1.065277313410667,food,no,desktop,0
0.848036592138297,-0.8696837728788736,1.0652777425703825,-1.3285236629150032,0.5581174553214828,0.5305268937093903,entertainment,no,mobile,1
2.1870196323653928,-0.5845282602407276,3.596993937088794,-0.5044373441771486,-0.11569645319480981,3.2306945065706327,entertainment,no,mobile,0
-0.2933516985536163,-2.5772130118344054,-0.6879379148426193,-0.13637929909335889,1.1914912688428103,1.660055742461951,food,no,tablet,0
-0.1943704417400114,-2.5614631894490945,-1.4942417060773145,0.5191902042578631,-1.7408519119505854,1.585724542620675,food,no,tablet,0
-2.06846719309026,-0.8045646071333991,-0.7480477418518372,-0.6707998814812277,-0.8911304972482754,-0.6520436070736219,food,no,mobile,0
2.1076810014993246,-1.0949265210841639,-0.5700796459288056,-1.8598166740454265,0.7059671596682695,-1.0144647476675306,retail,no,mobile,0
-2.730731671110086,-1.2681686857151053,1.0810329069107318,-0.019229801562097526,0.07936115284073558,1.8456767918860513,retail,no,tablet,0
0.10541671576203193,-2.34507903702622,-0.23356665460261894,0.050556701611325305,-0.27091133504599907,2.025449475147887,retail,no,mobile,0
0.368889982364657,0.17135086643232755,0.5306229726116674,-2.5250644240672973,-0.454386739290725,-2.011733831660898,entertainment,no,desktop,0
1.588169021553234,-1.1340316105634132,0.1832484627241957,-0.9726638655130184,-0.2281018136542492,0.42458368163360405,entertainment,no,desktop,0
-0.12231290806651962,-1.0912769931649653,-0.8070110452507928,-0.5169945145430672,1.216192248403992,-0.14800606452466525,entertainment,no,tablet,0
-0.8298657645362421,-2.094991229126488,-0.7324210730847702,-0.2789232958431874,0.6870089915791016,1.0062637099047533,food,yes,desktop,0
0.3217416737594869,-1.8457961265180034,-1.5935863998904884,-0.541536394344211,-1.1484985976486504,-0.09426543473792615,travel,no,desktop,0
1.829330712407875,-1.1297495265739066,2.196022580974454,-0.22606403338232617,2.198923095915481,2.7985943213048996,travel,no,desktop,0
-1.5992432881974157,-1.6420474095163873,-0.13956274775480426,-0.45045178959398113,-1.1414483690155366,0.8650471646949869,food,no,tablet,0
-2.805968626064012,0.5097156240260088,-0.728106043354039,-2.7741428569128628,1.094715803954684,-3.839120393675838,entertainment,no,tablet,0
1.2970004798338213,-1.8831903446796923,-0.5581616146100352,-0.7788813018042463,-0.12636084177908907,0.6562365709832381,travel,no,tablet,0
-0.4116837198011908,-2.320860699825756,-1.465313980207757,0.14781834527409687,0.050050642077608586,1.0296577716153452,retail,no,mobile,0
-1.2855032051157727,-1.2708430000728574,-1.631717056872146,-0.5139011827388587,0.9467321515799132,-0.7526765439056499,food,no,desktop,0
0.9386300791328736,-0.23207570324132587,0.5535734057833341,-2.456455465075794,-0.22938355044493727,-1.514084244144349,entertainment,no,mobile,0
-0.2858671231637283,-0.8638036723747143,-1.886679283923586,-0.2397991677406981,-0.5504051275430172,-1.012868087190796,travel,no,desktop,0
0.5997537692443866,-0.1948511894014735,-2.4187838823420473,-1.982054385981001,-0.5277885736620992,-3.6084030356475605,retail,no,tablet,0
-0.4510961776556627,-0.07436643371920282,-1.982162712332578,-1.6295514081453477,-1.7796921410780564,-3.1118008820606966,travel,no,mobile,0
3.2585530549954456,-1.6236089993314362,1.0356162889807339,-1.8009258202468943,0.42706071710499033,0.9493721773317503,entertainment,no,tablet,0
-2.586987344783843,1.2626753388464182,-0.8494981978679864,-1.5469102124076397,-1.289032758554915,-3.4899313213656056,entertainment,no,desktop,0
-0.686020079671271,-1.9616219810280975,-1.8613785570368648,1.8883816644072406,-0.8143361374053636,1.94895031587496,food,no,tablet,0
-1.370983104072502,-0.20440931345440083,-2.0384099676406997,-1.3621949641083624,-0.23049607576939324,-2.8620107268507886,travel,yes,tablet,0
-0.2090133423139401,-1.0770155526053993,-1.6144240720519192,-0.9161103223098839,0.40111881175649067,-1.205949767612958,food,no,desktop,0
0.12054537051773839,-0.5230434596705962,2.1860250742842195,-1.4725765897971885,-0.5847206623824834,0.9546855362520683,retail,yes,desktop,0
0.7458788052587598,-1.506489297328728,-0.44186551706957045,-0.7967953878452579,-0.19175836281265007,0.34703950569276937,entertainment,no,tablet,0
0.12371456493850197,-1.5240682786600517,-0.3182368775333171,0.1921769049891402,0.6341352201038748,1.328691196138186,entertainment,no,tablet,0
-2.2691242755645193,-0.7007783421056362,0.3707757184321039,-1.6820096186938027,0.3274703794353616,-0.7630762206796413,entertainment,no,desktop,0
0.3928959305447193,-1.1690751827969312,-1.922142608142901,-0.7551089374205633,0.08525331317245471,-1.1832313812147297,food,no,mobile,0
1.0499865707770155,-3.521328053225285,-0.14929519099176614,0.9376294696628864,0.16500938452118893,4.068668317846749,entertainment,yes,desktop,0
0.8457302829944385,-2.666157123767495,0.3776247405300852,0.06860827014274107,-1.3104661368474118,2.9024044509226323,travel,no,tablet,0
2.1449597176303397,-1.6001171242576644,0.8310895144650078,-0.617286037143795,1.5786536407891947,1.7622910613702896,travel,no,mobile,0
-2.119553697441043,0.5315622727146698,-1.761417681149567,-1.7406878663518595,-0.14489550308781798,-3.71588142104849,retail,no,tablet,0
1.9525883415157446,-0.5057266265595828,1.7857340144983085,-1.7477202585597702,1.609648081941481,0.4911609738445728,travel,no,mobile,0
-0.6091529002384384,-0.6992730220437589,-1.8670934310369933,-0.603139029273133,-0.25415545921363086,-1.5070753573257485,entertainment,yes,tablet,0
1.158531572825534,-1.6334448845694614,1.0782225792301479,0.2800544759521193,-1.1172223687948835,2.7493743488616618,retail,no,mobile,0
1.1233681757004903,-2.4309241185675026,-0.9847258153850971,-0.5105002035884612,-0.3172999027521492,1.041111349553438,entertainment,no,desktop,0
0.8753241141890304,-0.47127985769591396,2.6206144182608115,-1.6737340103362555,1.3305164892658303,1.140083459257673,food,no,desktop,0
0.7527941657472561,-3.1192699989384525,-1.260105992956491,0.5248667956339594,1.0681049982133488,2.3720533875832883,entertainment,no,desktop,0
-2.674817068447134,-0.6154983167731236,0.5758280696714815,-1.6053648609858744,0.9325769187871541,-0.6314900053062873,retail,no,mobile,0
2.2534287697817157,-3.5015724569071827,-2.043968516514755,1.322893977910041,-0.1649883520242905,2.9206925723267525,retail,no,desktop,0
-1.1401850064705155,-1.4071297748751728,-0.7186759310686023,-2.523808877629243,0.857182371535337,-1.7055557387907339,travel,no,mobile,0
0.543596553941657,-1.072013667437239,0.5254569285275028,-0.9646336667222442,0.8480927756109259,0.5803313241235647,entertainment,no,tablet,0
0.8257257608685294,-1.8150953223000221,-0.7722885237309978,0.3999197543869262,-0.6713749358802555,1.4640191891491967,retail,no,tablet,0
-1.7615487433188717,0.35852022972851527,-0.7095862074922168,-2.730210235668712,-1.1671271635444647,-3.564903941835408,travel,no,tablet,0
-1.700341779240389,0.9564213420726637,-1.185344985219438,-3.247085289604078,1.0521826290905063,-4.983171435134902,retail,no,desktop,0
2.1487330966901967,-2.264316972097976,-1.5412957454001313,0.07375211016799321,-0.14491241354421114,1.0394025302677745,entertainment,no,mobile,0
0.07880921438393551,-0.536373016291342,2.940188683069583,-0.6240906229135575,-0.5214562542470337,2.37112371115849,travel,no,desktop,0
-0.08790780480893412,-1.9328075029123677,-0.10119978756376469,0.7925065163806599,-0.4612212317758384,2.4226603684945975,entertainment,no,desktop,0
-1.0564628538057947,-1.0381743798022092,-0.29334072655542465,-1.034851506339899,-0.8736462403381933,-0.3168568314084071,retail,no,tablet,0
-2.917864909277789,0.22686251009972258,-0.15072030048600749,-2.828737531874227,-0.0508630529355565,-3.156689341231456,food,no,desktop,0
0.8383389625171471,-2.4943544354836575,-1.8487578182434004,0.9970635603121509,-0.5697255654939565,1.7465442920159775,retail,no,tablet,0
-2.0764391820594685,0.939468705000448,-1.2649062157554425,-2.0642206562474534,-0.19367572561289548,-3.9740916238675013,entertainment,no,desktop,0
0.36766974878505876,-1.2040561345554255,0.20300483026309457,0.11670531018540342,1.095599966093184,1.4155001892762857,food,no,mobile,0
0.7141679646447912,-0.5818022499759663,1.4529322732305276,-1.5884804007640088,0.21894724839452162,0.3377648017353734,retail,no,desktop,0
0.3033006098941391,0.19084002635497543,1.3360070075263633,-2.430592183293463,1.182581183612016,-1.2783279743797011,travel,no,tablet,0
